[ost_a.smc]
A1: shaker; RD; Radical Dreamers
A2: sax; FM; Front Mission
A3: gong; LAL; Live A Live
A4: brass synth; FM; Front Mission
A5: synth bass; FM; Front Mission
A6: piano; FM; Front Mission
A7: choir; GH; Gun Hazard
A8: marimba; LAL; Live A Live
A9: electric steel guitar; GH; Gun Hazard
AA: synth bass; GH; Gun Hazard
AB: conga drum; RS3; Romancing Saga 3
AC: harp; GH; Gun Hazard
AD: snare; RD; Radical Dreamers
AE: female voice; RD; Radical Dreamers
AF: reed organ; GH; Gun Hazard
B0: synth strings; CT; Chrono Trigger
B1: trombone; GH; Gun Hazard
B2: drum sequence; TC; Treasure Conflix
B3: synth voice; GH; Gun Hazard
B4: synth strings; GH; Gun Hazard
B5: plucked string; FF6; Final Fantasy VI
B6: strings; SMRPG; Super Mario RPG
B7: accordion; SMRPG; Super Mario RPG
B8: grand piano; SD3; Seiken Densetsu 3
B9: violin; SMRPG; Super Mario RPG
BA: piano; SMRPG; Super Mario RPG
BB: french horn; SMRPG; Super Mario RPG
BC: clarinet; SMRPG; Super Mario RPG
BD: classic guitar; FF7; Final Fanatsy VII
BE: Harmonica; RS3; Romancing Saga 3
BF: organ; LAL; Live A Live
C0: cymbal; RS3; Romancing Saga 3
C1: e.guitar synth; EB; Earthbound
C2: strings; CV4; Castlevania 4
C3: synth; TOTR; Treasure of the Rudras
C4: ride; GH; Gun Hazard
C5: maraca; FF6T; Final Fantasy VI T-Edition
C6: trumpet; ARS; Actraiser
C7: synth; CS; Cool Spot
C8: piano; SD3; Seiken Densetsu 3
C9: bass; FF6T; Final Fantasy VI T-Edition
CA: future; SMRPG; Super Mario RPG
CB: guitar; TOTR; Treasure of the Rudras
CC: metal bang; SD3; Seiken Densetsu 3
CD: crash; FF5; Final Fantasy V
CE: dulcimer; FFX; Final Fantasy X
CF: vox; SO2; Star Ocean 2
D0: dulcimer; SOM; Secret of Mana
D1: orchit; TOTR; Treasure of the Rudras
D2: synth bell; FF6T; Final Fantasy VI T-Edition
D3: bell; SOM; Secret of Mana
D4: piano 2; SD3; Seiken Densetsu 3
D5: piano 3; SD3; Seiken Densetsu 3
D6: clavinet; TOTR; Treasure of the Rudras
D7: pizzo; SD3; Seiken Densetsu 3
D8: tom; SMRPG; Super Mario RPG
D9: timbale; RS3; Romancing Saga 3
DA: bassoon; SMRPG; Super Mario RPG
DB: snare; FF5; Final Fantasy V
DC: prg10; CT; Chrono Trigger
DD: conga; CT; Chrono Trigger
DE: open hi-hat; CT; Chrono Trigger
DF: open hi-hat 2; CT; Chrono Trigger
E0: bass 2; FF6T; Final Fantasy VI T-Edition
E1: sitar; FF6T; Final Fantasy VI T-Edition
E2: sitar; CT; Chrono Trigger
E3: soft cymbal; CT; Chrono Trigger
E4: magus laugh; CT; Chrono Trigger
E5: bright piano; CT; Chrono Trigger
E6: future bell; CT; Chrono Trigger
E7: shaker; TC; Treasure Conflix
E8: strings; CT; Chrono Trigger
E9: drum track; SMRPG; Super Mario RPG
EA: trombone; SMRPG; Super Mario RPG
EB: timpani; SMRPG; Super Mario RPG
EC: cowbell; SMRPG; Super Mario RPG
ED: snare drum; SMRPG; Super Mario RPG
EE: shaker; SMRPG; Super Mario RPG
EF: closed hi-hat; SMRPG; Super Mario RPG
F0: piano 2; SMRPG; Super Mario RPG
F1: piano 3; SMRPG; Super Mario RPG
F2: bass guitar; SMRPG; Super Mario RPG
F3: synth bass; TOTR; Treasure of the Rudras
F4: pipe organ; LAL; Live A Live
F5: strings; LAL; Live A Live
F6: guitar; LAL; Live A Live
F7: brass; LAL; Live A Live
F8: chorus; LAL; Live A Live
F9: kick drum; LAL; Live A Live
FA: snare; LAL; Live A Live
FB: machine sound; LAL; Live A Live
FC: snap; LAL; Live A Live
FD: percussion; LAL; Live A Live
FE: timpani; LAL; Live A Live
FF: pizzo; LAL; Live A Live
